neighborhood,price,bedrooms,longitude,subregion,latitude,sqft,blockfips,countyfips,countyname,price_sqft,price_sqft_cat
sunnyvale,2650,3,-122.021371,South Bay,37.366841,1167,6.08551E+13,6085,Santa Clara,2.270779777,2
danville / san ramon,2580,2,-121.97802,East Bay,37.77993,1600,6.01335E+13,6013,Contra Costa,1.6125,0
russian hill,3900,1,-122.418462,SF,37.796287,800,6.07501E+13,6075,San Francisco,4.875,4
SOMA / south beach,3850,1,-122.409481,SF,37.775451,750,6.07502E+13,6075,San Francisco,5.133333333,4
san bruno,2195,2,-122.462848,Peninsula,37.636965,950,6.08161E+13,6081,San Mateo,2.310526316,2
foster city,2895,1,-122.264334,Peninsula,37.554738,925,6.08161E+13,6081,San Mateo,3.12972973,3
daly city,1786,1,-122.477347,Peninsula,37.665397,652,6.0816E+13,6081,San Mateo,2.739263804,3
west marin,2000,1,-122.646067,North Bay,37.900171,1200,6.04113E+13,6041,Marin,1.666666667,1
sunnyvale,2345,2,-122.032164,South Bay,37.384733,851,6.08551E+13,6085,Santa Clara,2.755581669,3
san jose south,2725,3,-121.765542,South Bay,37.23387,1180,6.08551E+13,6085,Santa Clara,2.309322034,2
"Vallejo, Vacaville, Pinole",1125,1,-122.241874,East Bay,38.083062,730,6.09525E+13,6095,Solano,1.54109589,0
fremont / union city / newark,1600,2,-122.004064,East Bay,37.593257,880,6.00144E+13,6001,Alameda,1.818181818,1
willow glen / cambrian,1981,1,-121.91052,South Bay,37.317888,861,6.0855E+13,6085,Santa Clara,2.300813008,2
san carlos,3800,2,-122.260477,Peninsula,37.503437,2000,6.08161E+13,6081,San Mateo,1.9,1
san bruno,2699,2,-122.429,Peninsula,37.6247,838,6.0816E+13,6081,San Mateo,3.220763723,3
inner sunset / UCSF,2970,1,-122.462864,SF,37.75954,631,6.07503E+13,6075,San Francisco,4.70681458,4
mountain view,2495,1,-122.088,Peninsula,37.3855,710,6.08551E+13,6085,Santa Clara,3.514084507,4
palo alto,5000,3,-122.134274,Peninsula,37.430339,1517,6.08551E+13,6085,Santa Clara,3.295978906,4
san rafael,5850,4,-122.479405,North Bay,37.995791,2539,6.04111E+13,6041,Marin,2.304056715,2
napa county,1800,3,-122.257638,North Bay,38.17525,1100,6.0552E+13,6055,Napa,1.636363636,1
san jose south,2951,3,-121.871879,South Bay,37.243916,1413,6.08551E+13,6085,Santa Clara,2.08846426,1
"hercules, pinole, san pablo, el sob",1600,3,-122.30238,East Bay,37.973923,1300,6.01336E+13,6013,Contra Costa,1.230769231,0
tiburon / belvedere,7000,4,-122.457833,North Bay,37.893067,2400,6.04112E+13,6041,Marin,2.916666667,3
santa rosa,1475,2,-122.759621,North Bay,38.468341,888,6.09715E+13,6097,Sonoma,1.661036036,1
hayward / castro valley,2500,3,-122.0808,East Bay,37.66882,1827,6.00144E+13,6001,Alameda,1.368363437,0
san rafael,4300,4,-122.529324,North Bay,38.004648,2745,6.04111E+13,6041,Marin,1.566484517,0
gilroy,3000,5,-121.586753,South Bay,37.025047,3002,6.08551E+13,6085,Santa Clara,0.999333777,0
palo alto,1795,1,-122.135224,Peninsula,37.41772,530,6.08551E+13,6085,Santa Clara,3.386792453,4
ingleside / SFSU / CCSF,4795,4,-122.473869,SF,37.725583,1950,6.07503E+13,6075,San Francisco,2.458974359,2
san jose north,1700,2,-121.849007,South Bay,37.374505,984,6.0855E+13,6085,Santa Clara,1.727642276,1
noe valley,2850,2,-122.436299,SF,37.751153,1000,6.07502E+13,6075,San Francisco,2.85,3
fairfield / vacaville,1700,3,-121.940722,East Bay,38.341315,1500,6.09525E+13,6095,Solano,1.133333333,0
san anselmo,3200,2,-122.580906,North Bay,37.980501,1250,6.04112E+13,6041,Marin,2.56,2
potrero hill,3300,1,-122.4068,SF,37.757762,1000,6.07502E+13,6075,San Francisco,3.3,4
daly city,2875,2,-122.462405,Peninsula,37.70353,1052,6.0816E+13,6081,San Mateo,2.732889734,3
sunset / parkside,1400,1,-122.4863,SF,37.7441,600,6.07503E+13,6075,San Francisco,2.333333333,2
SOMA / south beach,3190,1,-122.40223,SF,37.778726,834,6.07502E+13,6075,San Francisco,3.824940048,4
mountain view,2620,2,-122.097262,South Bay,37.403332,826,6.08551E+13,6085,Santa Clara,3.171912833,3
santa rosa,2199,2,-122.725664,North Bay,38.478182,1400,6.09715E+13,6097,Sonoma,1.570714286,0
santa clara,2895,4,-121.987369,South Bay,37.344941,1476,6.08551E+13,6085,Santa Clara,1.961382114,1
brentwood / oakley,2250,5,-121.710512,East Bay,37.920849,2800,6.0133E+13,6013,Contra Costa,0.803571429,0
fairfield / vacaville,1700,3,-121.940722,East Bay,38.341315,1500,6.09525E+13,6095,Solano,1.133333333,0
lower pac hts,5480,2,-122.436512,SF,37.785402,1266,6.07502E+13,6075,San Francisco,4.328593997,4
san rafael,2675,3,-122.516141,North Bay,37.96088,1100,6.04111E+13,6041,Marin,2.431818182,2
sunnyvale,1990,1,-122.012371,South Bay,37.380841,800,6.08551E+13,6085,Santa Clara,2.4875,2
santa clara,2296,2,-121.99717,South Bay,37.359141,900,6.08551E+13,6085,Santa Clara,2.551111111,2
san bruno,2193,1,-122.429,Peninsula,37.6247,611,6.0816E+13,6081,San Mateo,3.589198036,4
SOMA / south beach,4222,2,-122.396669,SF,37.773167,1095,6.07506E+13,6075,San Francisco,3.855707763,4
san jose south,2495,3,-121.818362,South Bay,37.275642,1312,6.08551E+13,6085,Santa Clara,1.901676829,1
healdsburg / windsor,1250,2,-122.872674,North Bay,38.62965,800,6.09715E+13,6097,Sonoma,1.5625,0
santa rosa,1300,1,-122.67424,North Bay,38.45879,853,6.09715E+13,6097,Sonoma,1.524032825,0
napa county,2250,2,-122.5814,North Bay,38.5823,1450,6.0552E+13,6055,Napa,1.551724138,0
willow glen / cambrian,1650,2,-121.879489,South Bay,37.258296,900,6.0855E+13,6085,Santa Clara,1.833333333,1
lower pac hts,3900,2,-122.424858,SF,37.786196,1200,6.07502E+13,6075,San Francisco,3.25,4
marina / cow hollow,10800,4,-122.441534,SF,37.801931,3000,6.07501E+13,6075,San Francisco,3.6,4
redwood city,2835,1,-122.220068,Peninsula,37.499104,768,6.08161E+13,6081,San Mateo,3.69140625,4
san jose north,2500,1,-121.953463,South Bay,37.414836,935,6.08551E+13,6085,Santa Clara,2.673796791,3
fremont / union city / newark,1995,2,-121.9287,East Bay,37.5176,901,6.00144E+13,6001,Alameda,2.214206437,2
"hercules, pinole, san pablo, el sob",1700,3,-122.336259,East Bay,37.949923,1600,6.01337E+13,6013,Contra Costa,1.0625,0
santa rosa,1895,3,-122.670596,North Bay,38.47301,1225,6.09715E+13,6097,Sonoma,1.546938776,0
belmont,2150,2,-122.299679,Peninsula,37.509837,950,6.08161E+13,6081,San Mateo,2.263157895,2
SOMA / south beach,3434,1,-122.391336,SF,37.78758,825,6.07506E+13,6075,San Francisco,4.162424242,4
cupertino,2625,2,-122.069076,South Bay,37.326164,1050,6.08551E+13,6085,Santa Clara,2.5,2
danville / san ramon,3990,4,-121.892486,East Bay,37.800253,3350,6.01336E+13,6013,Contra Costa,1.191044776,0
santa rosa,1690,2,-122.706632,North Bay,38.417144,920,6.09715E+13,6097,Sonoma,1.836956522,1
petaluma,1635,2,-122.6155,North Bay,38.2507,1028,6.09715E+13,6097,Sonoma,1.590466926,0
redwood city,2100,1,-122.248701,Peninsula,37.478025,685,6.08161E+13,6081,San Mateo,3.065693431,3
santa clara,2754,2,-121.946862,South Bay,37.350081,950,6.08551E+13,6085,Santa Clara,2.898947368,3
sunnyvale,4300,2,-122.036871,South Bay,37.38274,760,6.08551E+13,6085,Santa Clara,5.657894737,4
tiburon / belvedere,2795,2,-122.461683,North Bay,37.882526,1100,6.04112E+13,6041,Marin,2.540909091,2
san rafael,2600,2,-122.527424,North Bay,37.974988,1106,6.04111E+13,6041,Marin,2.350813743,2
ingleside / SFSU / CCSF,3850,4,-122.4537,SF,37.716109,1250,6.07503E+13,6075,San Francisco,3.08,3
san jose south,2003,1,-121.856789,South Bay,37.247659,768,6.08551E+13,6085,Santa Clara,2.608072917,3
oakland piedmont / montclair,1775,1,-122.25208,East Bay,37.827527,675,6.0014E+13,6001,Alameda,2.62962963,3
russian hill,2800,1,-122.41928,SF,37.800361,720,6.07501E+13,6075,San Francisco,3.888888889,4
san jose downtown,1825,,-121.902428,South Bay,37.349599,639,6.0855E+13,6085,Santa Clara,2.856025039,3
mountain view,2095,1,-122.104579,Peninsula,37.398458,735,6.08551E+13,6085,Santa Clara,2.850340136,3
nob hill,2200,1,-122.412874,SF,37.79365,550,6.07501E+13,6075,San Francisco,4,4
cupertino,2295,1,-122.032516,South Bay,37.322642,850,6.08551E+13,6085,Santa Clara,2.7,3
belmont,2183,,-122.278143,Peninsula,37.517623,600,6.08161E+13,6081,San Mateo,3.638333333,4
nob hill,5500,2,-122.414648,SF,37.79411,720,6.07501E+13,6075,San Francisco,7.638888889,4
pacifica,2419,1,-122.492129,Peninsula,37.651397,725,6.0816E+13,6081,San Mateo,3.336551724,4
fairfield / vacaville,1840,3,-122.144447,East Bay,38.194475,1200,6.09525E+13,6095,Solano,1.533333333,0
fairfield / vacaville,922,2,-121.979911,East Bay,38.359433,1065,6.09525E+13,6095,Solano,0.8657277,0
sunnyvale,2500,2,-122.030371,South Bay,37.355941,940,6.08551E+13,6085,Santa Clara,2.659574468,3
willow glen / cambrian,2194,1,-121.910966,South Bay,37.316841,904,6.0855E+13,6085,Santa Clara,2.42699115,2
san jose south,2950,4,-121.794262,South Bay,37.311574,1850,6.0855E+13,6085,Santa Clara,1.594594595,0
fremont / union city / newark,1679,1,-122.04286,East Bay,37.576801,692,6.00144E+13,6001,Alameda,2.426300578,2
dublin / pleasanton / livermore,1732,1,-121.876184,East Bay,37.67653,783,6.00145E+13,6001,Alameda,2.212005109,2
sunnyvale,2275,2,-122.040687,South Bay,37.383033,804,6.08551E+13,6085,Santa Clara,2.82960199,3
san jose south,4400,4,-121.754688,South Bay,37.275871,3429,6.0855E+13,6085,Santa Clara,1.283172937,0
belmont,2250,1,-122.303679,Peninsula,37.514837,700,6.08161E+13,6081,San Mateo,3.214285714,3
pacifica,3200,3,-122.464285,Peninsula,37.588137,1300,6.0816E+13,6081,San Mateo,2.461538462,2
napa county,2400,3,-122.300412,North Bay,38.287865,2400,6.0552E+13,6055,Napa,1,0
santa rosa,1345,1,-122.666596,North Bay,38.426111,750,6.09715E+13,6097,Sonoma,1.793333333,1
fairfield / vacaville,1499,2,-122.012357,East Bay,38.275976,1063,6.09525E+13,6095,Solano,1.410159925,0
los altos,5350,3,-122.069795,Peninsula,37.351037,1700,6.08551E+13,6085,Santa Clara,3.147058824,3
san jose north,2300,3,-121.870093,South Bay,37.417822,1600,6.0855E+13,6085,Santa Clara,1.4375,0
sunnyvale,3500,3,-121.999161,South Bay,37.369253,1675,6.08551E+13,6085,Santa Clara,2.089552239,1
brentwood / oakley,2895,5,-121.796307,East Bay,37.981654,3285,6.01336E+13,6013,Contra Costa,0.881278539,0
SOMA / south beach,4300,2,-122.407859,SF,37.782741,830,6.07502E+13,6075,San Francisco,5.180722892,4
financial district,3300,1,-122.399747,SF,37.798108,830,6.07501E+13,6075,San Francisco,3.975903614,4
mountain view,2745,2,-122.085829,South Bay,37.400727,1100,6.08551E+13,6085,Santa Clara,2.495454545,2
san mateo,2600,2,-122.328508,Peninsula,37.561209,840,6.08161E+13,6081,San Mateo,3.095238095,3
santa rosa,1300,2,-122.752177,North Bay,38.449606,900,6.09715E+13,6097,Sonoma,1.444444444,0
tiburon / belvedere,1975,1,-122.464388,North Bay,37.880447,700,6.04112E+13,6041,Marin,2.821428571,3
fremont / union city / newark,1740,1,-121.9287,East Bay,37.5176,701,6.00144E+13,6001,Alameda,2.482168331,2
sausalito,2563,2,-122.514985,North Bay,37.875826,1072,6.04113E+13,6041,Marin,2.390858209,2
palo alto,3595,2,-122.167131,Peninsula,37.449312,1100,6.08551E+13,6085,Santa Clara,3.268181818,4
fairfield / vacaville,1900,3,-121.950989,East Bay,38.322266,1660,6.09525E+13,6095,Solano,1.144578313,0
pacifica,2800,1,-122.493885,Peninsula,37.635035,700,6.0816E+13,6081,San Mateo,4,4
vallejo / benicia,1325,2,-122.241874,East Bay,38.083062,928,6.09525E+13,6095,Solano,1.427801724,0
pacific heights,12000,3,-122.429092,SF,37.790459,2234,6.07501E+13,6075,San Francisco,5.371530886,4
mountain view,2500,2,-122.083573,South Bay,37.40924,1075,6.08551E+13,6085,Santa Clara,2.325581395,2
los altos,2450,2,-122.065381,Peninsula,37.335807,910,6.08551E+13,6085,Santa Clara,2.692307692,3
pittsburg / antioch,1995,4,-121.8089,East Bay,37.9939,2291,6.01331E+13,6013,Contra Costa,0.870798778,0
santa rosa,890,1,-122.762947,North Bay,38.404909,410,6.09715E+13,6097,Sonoma,2.170731707,2
foster city,2711,1,-122.2684,Peninsula,37.565287,850,6.08161E+13,6081,San Mateo,3.189411765,3
belmont,1900,2,-122.2927,Peninsula,37.5174,1200,6.08161E+13,6081,San Mateo,1.583333333,0
SOMA / south beach,2700,,-122.409709,SF,37.780181,565,6.07502E+13,6075,San Francisco,4.778761062,4
San Jose North,2000,1,-121.9406,South Bay,37.4087,734,6.08551E+13,6085,Santa Clara,2.72479564,3
brentwood / oakley,1495,2,-121.702957,East Bay,37.93613,950,6.0133E+13,6013,Contra Costa,1.573684211,0
san rafael,1800,1,-122.535131,North Bay,38.00925,900,6.04111E+13,6041,Marin,2,1
ingleside / SFSU / CCSF,5200,3,-122.456145,SF,37.722762,1500,6.07503E+13,6075,San Francisco,3.466666667,4
sunnyvale,1650,1,-122.040032,South Bay,37.339826,650,6.08551E+13,6085,Santa Clara,2.538461538,2
fairfield / vacaville,1250,4,-122.027095,East Bay,38.270852,1468,6.09525E+13,6095,Solano,0.851498638,0
san rafael,2500,3,-122.567503,North Bay,38.009566,1510,6.04111E+13,6041,Marin,1.655629139,1
san mateo,2270,2,-122.285547,Peninsula,37.543434,975,6.08161E+13,6081,San Mateo,2.328205128,2
noe valley,6500,3,-122.433698,SF,37.746494,1300,6.07502E+13,6075,San Francisco,5,4
tiburon / belvedere,23400,3,-122.465783,North Bay,37.886526,5000,6.04112E+13,6041,Marin,4.68,4
redwood city,3200,3,-122.233377,Peninsula,37.474637,1500,6.08161E+13,6081,San Mateo,2.133333333,1
bernal heights,2800,2,-122.41251,SF,37.733936,1048,6.07503E+13,6075,San Francisco,2.671755725,3
foster city,3400,3,-122.268262,Peninsula,37.547504,1580,6.08161E+13,6081,San Mateo,2.151898734,1
sunnyvale,2695,2,-122.016683,South Bay,37.348441,1120,6.08551E+13,6085,Santa Clara,2.40625,2
south san francisco,3500,4,-122.4235,Peninsula,37.6574,1900,6.0816E+13,6081,San Mateo,1.842105263,1
lower nob hill,1650,,-122.414603,SF,37.785928,365,6.07501E+13,6075,San Francisco,4.520547945,4
walnut creek,1900,2,-122.0717,East Bay,37.9182,1100,6.01334E+13,6013,Contra Costa,1.727272727,1
noe valley,3350,2,-122.429945,SF,37.749221,900,6.07502E+13,6075,San Francisco,3.722222222,4
burlingame,2480,2,-122.359378,Peninsula,37.58647,806,6.08161E+13,6081,San Mateo,3.076923077,3
brentwood / oakley,1700,3,-121.72577,East Bay,37.92687,1443,6.0133E+13,6013,Contra Costa,1.178101178,0
fairfield / vacaville,1248,1,-121.974239,East Bay,38.346283,708,6.09525E+13,6095,Solano,1.762711864,1
healdsburg / windsor,1400,2,-122.836693,North Bay,38.614895,850,6.09715E+13,6097,Sonoma,1.647058824,1
redwood city,1825,1,-122.251477,Peninsula,37.472837,600,6.08161E+13,6081,San Mateo,3.041666667,3
fairfield / vacaville,1770,4,-121.998924,East Bay,38.269227,1456,6.09525E+13,6095,Solano,1.215659341,0
richmond / seacliff,1680,1,-122.508958,SF,37.773309,700,6.07505E+13,6075,San Francisco,2.4,2
foster city,2624,1,-122.266222,Peninsula,37.568365,876,6.08161E+13,6081,San Mateo,2.99543379,3
vallejo / benicia,2150,3,-122.212729,East Bay,38.13162,1700,6.09525E+13,6095,Solano,1.264705882,0
berkeley,2600,2,-122.269088,East Bay,37.874846,734,6.00142E+13,6001,Alameda,3.542234332,4
redwood city,3150,2,-122.230617,Peninsula,37.540951,1421,6.08161E+13,6081,San Mateo,2.216748768,2
oakland east,1500,,-122.184191,East Bay,37.748305,7500,6.00141E+13,6001,Alameda,0.2,0
hayward / castro valley,1950,3,-122.079731,East Bay,37.633532,1500,6.00144E+13,6001,Alameda,1.3,0
san bruno,2694,2,-122.429,Peninsula,37.6247,838,6.0816E+13,6081,San Mateo,3.214797136,3
san jose east,1395,1,-121.842228,South Bay,37.369052,550,6.0855E+13,6085,Santa Clara,2.536363636,2
north beach / telegraph hill,2350,,-122.41033,SF,37.806123,500,6.07501E+13,6075,San Francisco,4.7,4
san jose north,1999,2,-121.914467,South Bay,37.36244,1133,6.08551E+13,6085,Santa Clara,1.764342454,1
dublin / pleasanton / livermore,1870,2,-121.860523,East Bay,37.706504,867,6.00145E+13,6001,Alameda,2.156862745,1
san jose west,2199,1,-121.949282,South Bay,37.313002,694,6.08551E+13,6085,Santa Clara,3.168587896,3
SOMA / south beach,3275,1,-122.403878,SF,37.770063,851,6.07506E+13,6075,San Francisco,3.848413631,4
oakland hills / mills,1900,2,-122.221606,East Bay,37.854211,1098,6.0014E+13,6001,Alameda,1.730418944,1
san jose south,2450,3,-121.843344,South Bay,37.292354,1757,6.0855E+13,6085,Santa Clara,1.394422311,0
fremont / union city / newark,1850,2,-122.037173,East Bay,37.591234,966,6.00144E+13,6001,Alameda,1.915113872,1
foster city,2068,1,-122.266245,Peninsula,37.554427,550,6.08161E+13,6081,San Mateo,3.76,4
redwood city,4885,3,-122.296,Peninsula,37.4245,1500,6.08161E+13,6081,San Mateo,3.256666667,4
san jose south,1515,1,-121.838561,South Bay,37.275733,669,6.08551E+13,6085,Santa Clara,2.264573991,2
san jose north,1992,2,-121.881552,South Bay,37.402886,983,6.0855E+13,6085,Santa Clara,2.026449644,1
south san francisco,3500,5,-122.429579,Peninsula,37.663169,2350,6.0816E+13,6081,San Mateo,1.489361702,0
alameda,2397,2,-122.286478,East Bay,37.768985,773,6.00143E+13,6001,Alameda,3.100905563,3
sunnyvale,3650,4,-122.012927,South Bay,37.342417,2244,6.08551E+13,6085,Santa Clara,1.626559715,1
pittsburg / antioch,895,1,-121.884169,East Bay,38.03412,830,6.01331E+13,6013,Contra Costa,1.078313253,0
sausalito,3800,2,-122.494107,North Bay,37.850347,1448,6.04113E+13,6041,Marin,2.624309392,3
napa county,2000,3,-122.473226,North Bay,38.509356,1476,6.0552E+13,6055,Napa,1.35501355,0
san jose north,2300,2,-121.880311,South Bay,37.384728,900,6.0855E+13,6085,Santa Clara,2.555555556,2
santa rosa,1390,1,-122.705768,North Bay,38.416727,720,6.09715E+13,6097,Sonoma,1.930555556,1
vallejo / benicia,2100,4,-122.240261,East Bay,38.088487,1400,6.09525E+13,6095,Solano,1.5,0
sunnyvale,2615,2,-122.013001,South Bay,37.382349,1100,6.08551E+13,6085,Santa Clara,2.377272727,2
mountain view,2775,1,-122.112844,Peninsula,37.403369,566,6.08551E+13,6085,Santa Clara,4.902826855,4
san mateo,1905,1,-122.310436,Peninsula,37.573846,646,6.08161E+13,6081,San Mateo,2.948916409,3
fairfield / vacaville,1499,2,-122.012357,East Bay,38.275976,1063,6.09525E+13,6095,Solano,1.410159925,0
san rafael,2250,3,-122.553692,North Bay,38.007525,1200,6.04111E+13,6041,Marin,1.875,1
milpitas,4200,5,-121.895,South Bay,37.4352,3106,6.0855E+13,6085,Santa Clara,1.352221507,0
oakland lake merritt / grand,2000,2,-122.252383,East Bay,37.81309,850,6.0014E+13,6001,Alameda,2.352941176,2
dublin / pleasanton / livermore,29995,2,-121.911587,East Bay,37.704357,1418,6.00145E+13,6001,Alameda,21.15303244,4
lower pac hts,4125,2,-122.424858,SF,37.786196,1198,6.07502E+13,6075,San Francisco,3.443238731,4
santa clara,2223,2,-122.00057,South Bay,37.356241,1020,6.08551E+13,6085,Santa Clara,2.179411765,2
foster city,2835,2,-122.262726,Peninsula,37.535713,963,6.08161E+13,6081,San Mateo,2.943925234,3
sunset / parkside,3500,2,-122.483582,SF,37.748315,1400,6.07503E+13,6075,San Francisco,2.5,2
ingleside / SFSU / CCSF,5200,3,-122.456145,SF,37.722762,1500,6.07503E+13,6075,San Francisco,3.466666667,4
palo alto,3395,2,-122.156375,Peninsula,37.451138,1600,6.08551E+13,6085,Santa Clara,2.121875,1
russian hill,11000,4,-122.417456,SF,37.798442,1969,6.07501E+13,6075,San Francisco,5.586592179,4
fairfield / vacaville,751,1,-122.02492,East Bay,38.280929,673,6.09525E+13,6095,Solano,1.11589896,0
berkeley,2696,3,-122.222257,East Bay,37.854271,1798,6.0014E+13,6001,Alameda,1.499443826,0
laurel hts / presidio,4195,4,-122.456639,SF,37.795237,1390,6.07506E+13,6075,San Francisco,3.017985612,3
cupertino,3420,3,-122.00607,South Bay,37.332142,1275,6.08551E+13,6085,Santa Clara,2.682352941,3
san mateo,4669,3,-122.342481,Peninsula,37.566436,1367,6.08161E+13,6081,San Mateo,3.415508413,4
redwood city,1950,2,-122.233888,Peninsula,37.479448,940,6.08161E+13,6081,San Mateo,2.074468085,1
novato,1600,1,-122.539093,North Bay,38.064181,680,6.0411E+13,6041,Marin,2.352941176,2
foster city,3200,2,-122.274726,Peninsula,37.558791,1410,6.08161E+13,6081,San Mateo,2.269503546,2
santa rosa,1150,1,-122.67319,North Bay,38.443657,600,6.09715E+13,6097,Sonoma,1.916666667,1
sausalito,2321,2,-122.514985,North Bay,37.875826,888,6.04113E+13,6041,Marin,2.613738739,3
santa rosa,1975,3,-122.704249,North Bay,38.41995,1484,6.09715E+13,6097,Sonoma,1.330862534,0
san leandro,2000,2,-122.15739,East Bay,37.731494,1600,6.00143E+13,6001,Alameda,1.25,0
santa rosa,2500,5,-122.740663,North Bay,38.406296,2175,6.09715E+13,6097,Sonoma,1.149425287,0
sunnyvale,2195,2,-122.041111,South Bay,37.337903,870,6.08551E+13,6085,Santa Clara,2.522988506,2
mill valley,5000,5,-122.527885,North Bay,37.875026,3000,6.04113E+13,6041,Marin,1.666666667,1
alamo square / nopa,9000,3,-122.436507,SF,37.777068,2300,6.07502E+13,6075,San Francisco,3.913043478,4
napa county,2200,2,-122.317532,North Bay,38.328082,1400,6.0552E+13,6055,Napa,1.571428571,0
lower pac hts,2801,1,-122.435567,SF,37.784961,625,6.07502E+13,6075,San Francisco,4.4816,4
san jose north,2150,1,-121.942672,South Bay,37.410227,732,6.08551E+13,6085,Santa Clara,2.93715847,3
russian river,1350,2,-122.998724,North Bay,38.478924,600,6.09715E+13,6097,Sonoma,2.25,2
healdsburg / windsor,1950,3,-122.875573,North Bay,38.615953,1520,6.09715E+13,6097,Sonoma,1.282894737,0
east palo alto,2612,3,-122.136774,Peninsula,37.454438,1339,6.08161E+13,6081,San Mateo,1.950709485,1
