neighborhood,price,bedrooms,longitude,subregion,latitude,sqft,blockfips,countyfips,countyname,price_sqft,price_sqft_cat
daly city,2575,1,-122.46402,Peninsula,37.684313,1118,6.0816E+13,6081,San Mateo,2.303220036,2
los altos,9000,4,-122.164315,Peninsula,37.386465,3917,6.08551E+13,6085,Santa Clara,2.297676793,2
novato,3400,3,-122.5176,North Bay,38.062656,1800,6.04111E+13,6041,Marin,1.888888889,1
lower pac hts,4750,2,-122.443701,SF,37.782771,1200,6.07502E+13,6075,San Francisco,3.958333333,4
santa clara,1825,1,-121.99457,South Bay,37.33062,700,6.08551E+13,6085,Santa Clara,2.607142857,2
mountain view,2984,2,-122.085794,South Bay,37.389801,965,6.08551E+13,6085,Santa Clara,3.092227979,3
hayward / castro valley,2049,3,-122.090645,East Bay,37.664474,1442,6.00144E+13,6001,Alameda,1.420943135,0
san jose west,2200,2,-122.0002,South Bay,37.3066,1099,6.08551E+13,6085,Santa Clara,2.001819836,1
sausalito,2200,2,-122.506255,North Bay,37.866357,976,6.04113E+13,6041,Marin,2.254098361,2
santa rosa,2200,3,-122.694197,North Bay,38.437011,1400,6.09715E+13,6097,Sonoma,1.571428571,0
santa rosa,2300,3,-122.6393,North Bay,38.4592,1870,6.09715E+13,6097,Sonoma,1.229946524,0
larkspur,2780,1,-122.508172,North Bay,37.949315,833,6.04112E+13,6041,Marin,3.337334934,4
san mateo,2260,1,-122.325998,Peninsula,37.560763,722,6.08161E+13,6081,San Mateo,3.130193906,3
vallejo / benicia,750,1,-122.266806,East Bay,38.115079,800,6.09525E+13,6095,Solano,0.9375,0
san carlos,2395,2,-122.265987,Peninsula,37.502304,1000,6.08161E+13,6081,San Mateo,2.395,2
russian hill,8250,3,-122.41749,SF,37.798438,1140,6.07501E+13,6075,San Francisco,7.236842105,4
san jose south,2850,4,-121.7562,South Bay,37.2974,1680,6.0855E+13,6085,Santa Clara,1.696428571,1
san jose south,2195,2,-121.803773,South Bay,37.234147,980,6.08551E+13,6085,Santa Clara,2.239795918,2
fairfield / vacaville,1450,4,-122.010605,East Bay,38.245406,1300,6.09525E+13,6095,Solano,1.115384615,0
redwood city,1550,1,-122.217708,Peninsula,37.486944,675,6.08161E+13,6081,San Mateo,2.296296296,2
Palo Alto,1895,1,-122.119367,South Bay,37.410511,740,6.08551E+13,6085,Santa Clara,2.560810811,2
burlingame,2295,2,-122.369082,Peninsula,37.589735,950,6.08161E+13,6081,San Mateo,2.415789474,2
daly city,2225,1,-122.463383,Peninsula,37.682733,693,6.0816E+13,6081,San Mateo,3.210678211,3
mountain view,1645,1,-122.074779,Peninsula,37.39677,600,6.08551E+13,6085,Santa Clara,2.741666667,3
dublin / pleasanton / livermore,2850,3,-121.909447,East Bay,37.709696,1791,6.00145E+13,6001,Alameda,1.591289782,0
pacific heights,4100,1,-122.425802,SF,37.790874,930,6.07501E+13,6075,San Francisco,4.408602151,4
russian hill,3900,1,-122.4186,SF,37.7917,907,6.07501E+13,6075,San Francisco,4.299889746,4
noe valley,8450,2,-122.442555,SF,37.748622,1862,6.07502E+13,6075,San Francisco,4.538131042,4
lower haight,2900,2,-122.437423,SF,37.773133,800,6.07502E+13,6075,San Francisco,3.625,4
alamo square / nopa,3800,2,-122.436318,SF,37.776138,866,6.07502E+13,6075,San Francisco,4.387990762,4
burlingame,2199,2,-122.343776,Peninsula,37.57473,850,6.08161E+13,6081,San Mateo,2.587058824,2
san mateo,2552,2,-122.286827,Peninsula,37.532086,1000,6.08161E+13,6081,San Mateo,2.552,2
brentwood / oakley,2000,4,-121.694472,East Bay,37.985203,2198,6.0133E+13,6013,Contra Costa,0.909918107,0
sonoma,2050,2,-122.493192,North Bay,38.267615,1500,6.09715E+13,6097,Sonoma,1.366666667,0
south san francisco,3500,3,-122.449365,Peninsula,37.641864,1900,6.0816E+13,6081,San Mateo,1.842105263,1
cole valley / ashbury hts,4365,2,-122.445159,SF,37.765931,1500,6.07502E+13,6075,San Francisco,2.91,3
mission district,3800,2,-122.410745,SF,37.754309,1200,6.07502E+13,6075,San Francisco,3.166666667,3
walnut creek,1767,1,-122.066444,East Bay,37.901224,726,6.01334E+13,6013,Contra Costa,2.433884298,2
sebastopol,925,1,-122.890948,North Bay,38.473612,650,6.09715E+13,6097,Sonoma,1.423076923,0
fremont / union city / newark,2350,3,-122.058572,East Bay,37.57107,1300,6.00144E+13,6001,Alameda,1.807692308,1
marina / cow hollow,4850,2,-122.443062,SF,37.801041,1486,6.07501E+13,6075,San Francisco,3.263795424,4
santa clara,3673,3,-121.952562,South Bay,37.40274,1345,6.08551E+13,6085,Santa Clara,2.730855019,3
sonoma,1395,1,-122.459891,North Bay,38.278514,700,6.09715E+13,6097,Sonoma,1.992857143,1
santa rosa,1750,3,-122.712221,North Bay,38.446396,1600,6.09715E+13,6097,Sonoma,1.09375,0
san jose south,1899,3,-121.854547,South Bay,37.329152,1162,6.0855E+13,6085,Santa Clara,1.634251291,1
fairfield / vacaville,1600,3,-122.023257,East Bay,38.267636,1300,6.09525E+13,6095,Solano,1.230769231,0
fairfield / vacaville,1195,2,-122.042,East Bay,38.2408,842,6.09525E+13,6095,Solano,1.419239905,0
daly city,3290,2,-122.463383,Peninsula,37.682733,1321,6.0816E+13,6081,San Mateo,2.490537472,2
menlo park,3500,2,-122.198459,Peninsula,37.426069,1200,6.08161E+13,6081,San Mateo,2.916666667,3
redwood shores,2975,2,-122.251568,Peninsula,37.523478,1048,6.08161E+13,6081,San Mateo,2.838740458,3
vallejo / benicia,1395,3,-122.259611,East Bay,38.114661,1373,6.09525E+13,6095,Solano,1.016023307,0
larkspur,3850,2,-122.506747,North Bay,37.948557,1108,6.04112E+13,6041,Marin,3.474729242,4
foster city,2593,1,-122.266222,Peninsula,37.568365,826,6.08161E+13,6081,San Mateo,3.139225182,3
san rafael,2095,2,-122.541488,North Bay,38.011222,1014,6.04111E+13,6041,Marin,2.066074951,1
kentfield / ross,16000,6,-122.555237,North Bay,37.959696,5000,6.04112E+13,6041,Marin,3.2,3
redwood city,7475,6,-122.254722,Peninsula,37.451303,2770,6.08161E+13,6081,San Mateo,2.698555957,3
palo alto,2960,1,-122.127424,Peninsula,37.432099,750,6.08551E+13,6085,Santa Clara,3.946666667,4
san jose west,3800,4,-122.0002,South Bay,37.3066,1800,6.08551E+13,6085,Santa Clara,2.111111111,1
mountain view,2950,2,-122.094455,South Bay,37.413332,1150,6.08551E+13,6085,Santa Clara,2.565217391,2
dublin / pleasanton / livermore,3139,3,-121.929874,East Bay,37.701072,1447,6.00145E+13,6001,Alameda,2.169315826,1
sausalito,2193,2,-122.514985,North Bay,37.875826,773,6.04113E+13,6041,Marin,2.836998706,3
fremont / union city / newark,1735,1,-121.9287,East Bay,37.5176,701,6.00144E+13,6001,Alameda,2.475035663,2
daly city,1787,1,-122.477347,Peninsula,37.665397,652,6.0816E+13,6081,San Mateo,2.740797546,3
foster city,2761,1,-122.2684,Peninsula,37.565287,850,6.08161E+13,6081,San Mateo,3.248235294,4
dublin / pleasanton / livermore,1665,2,-121.791387,East Bay,37.680458,829,6.00145E+13,6001,Alameda,2.008443908,1
pacific heights,6700,2,-122.433658,SF,37.796367,1600,6.07501E+13,6075,San Francisco,4.1875,4
san leandro,2500,5,-122.137262,East Bay,37.707525,1672,6.00143E+13,6001,Alameda,1.495215311,0
russian hill,3500,2,-122.4186,SF,37.7917,1054,6.07501E+13,6075,San Francisco,3.320683112,4
vallejo / benicia,1800,4,-122.272879,East Bay,38.120667,1448,6.09525E+13,6095,Solano,1.243093923,0
marina / cow hollow,2300,1,-122.435961,SF,37.797029,468,6.07501E+13,6075,San Francisco,4.914529915,4
SOMA / south beach,3248,1,-122.389948,SF,37.773903,644,6.07506E+13,6075,San Francisco,5.043478261,4
pacific heights,8745,3,-122.429331,SF,37.791644,1800,6.07501E+13,6075,San Francisco,4.858333333,4
fairfield / vacaville,1800,4,-121.953197,East Bay,38.346258,1807,6.09525E+13,6095,Solano,0.996126176,0
dublin / pleasanton / livermore,2000,2,-121.765428,East Bay,37.68453,1200,6.00145E+13,6001,Alameda,1.666666667,1
alameda,2549,2,-122.249081,East Bay,37.753609,1175,6.00143E+13,6001,Alameda,2.169361702,1
sunnyvale,2100,1,-122.0006,South Bay,37.3983,1100,6.0855E+13,6085,Santa Clara,1.909090909,1
sunnyvale,1845,2,-122.021863,South Bay,37.386867,1000,6.08551E+13,6085,Santa Clara,1.845,1
san jose north,2144,1,-121.920261,South Bay,37.396346,778,6.08551E+13,6085,Santa Clara,2.755784062,3
san jose downtown,2835,2,-121.905456,South Bay,37.331607,1246,6.0855E+13,6085,Santa Clara,2.275280899,2
santa rosa,2350,4,-122.7339,North Bay,38.4089,2200,6.09715E+13,6097,Sonoma,1.068181818,0
pittsburg / antioch,2000,4,-121.7758,East Bay,37.9658,2258,6.01336E+13,6013,Contra Costa,0.885739593,0
napa county,2350,3,-122.440304,North Bay,38.577533,1604,6.0552E+13,6055,Napa,1.465087282,0
san bruno,3200,3,-122.431081,Peninsula,37.608544,1900,6.0816E+13,6081,San Mateo,1.684210526,1
"hercules, pinole, san pablo, el sob",2400,4,-122.249735,East Bay,38.004303,2327,6.01336E+13,6013,Contra Costa,1.031370864,0
brentwood / oakley,1750,3,-121.709854,East Bay,37.936449,1530,6.0133E+13,6013,Contra Costa,1.14379085,0
pittsburg / antioch,1595,4,-121.810566,East Bay,37.980222,2028,6.01336E+13,6013,Contra Costa,0.786489152,0
santa rosa,1700,2,-122.659496,North Bay,38.430611,1000,6.09715E+13,6097,Sonoma,1.7,1
santa rosa,1855,2,-122.725664,North Bay,38.478182,1098,6.09715E+13,6097,Sonoma,1.689435337,1
san jose south,3300,4,-121.866961,South Bay,37.244952,2045,6.08551E+13,6085,Santa Clara,1.613691932,0
san jose east,2300,3,-121.845567,South Bay,37.354091,1344,6.0855E+13,6085,Santa Clara,1.711309524,1
brisbane,3000,2,-122.408509,Peninsula,37.691937,1437,6.0816E+13,6081,San Mateo,2.087682672,1
san leandro,1550,2,-122.124,East Bay,37.7024,875,6.00143E+13,6001,Alameda,1.771428571,1
tiburon / belvedere,2795,2,-122.461683,North Bay,37.882526,1100,6.04112E+13,6041,Marin,2.540909091,2
san mateo,2259,2,-122.287679,Peninsula,37.532536,840,6.08161E+13,6081,San Mateo,2.689285714,3
mountain view,1685,1,-122.0866,Peninsula,37.395115,500,6.08551E+13,6085,Santa Clara,3.37,4
saratoga,5000,5,-122.038193,South Bay,37.268998,3535,6.08551E+13,6085,Santa Clara,1.414427157,0
los altos,2450,1,-122.065381,Peninsula,37.335807,910,6.08551E+13,6085,Santa Clara,2.692307692,3
palo alto,3295,2,-122.155931,Peninsula,37.44718,1000,6.08551E+13,6085,Santa Clara,3.295,4
santa clara,2618,2,-121.947856,South Bay,37.393636,1236,6.0855E+13,6085,Santa Clara,2.118122977,1
san bruno,2364,1,-122.422414,Peninsula,37.633096,719,6.0816E+13,6081,San Mateo,3.287899861,4
palo alto,8000,5,-122.120674,Peninsula,37.434039,3300,6.08551E+13,6085,Santa Clara,2.424242424,2
cole valley / ashbury hts,2500,1,-122.452197,SF,37.767458,650,6.07502E+13,6075,San Francisco,3.846153846,4
russian hill,6000,2,-122.419425,SF,37.801062,1500,6.07501E+13,6075,San Francisco,4,4
dublin / pleasanton / livermore,1675,2,-121.791279,East Bay,37.680254,829,6.00145E+13,6001,Alameda,2.020506634,1
dublin / pleasanton / livermore,1745,1,-121.88758,East Bay,37.707435,796,6.00145E+13,6001,Alameda,2.192211055,2
fairfield / vacaville,1525,3,-122.0356,East Bay,38.2671,1109,6.09525E+13,6095,Solano,1.375112714,0
half moon bay,1895,1,-122.438003,Peninsula,37.475514,900,6.08161E+13,6081,San Mateo,2.105555556,1
napa county,1505,2,-122.285424,North Bay,38.316324,895,6.0552E+13,6055,Napa,1.681564246,1
palo alto,1795,1,-122.134216,Peninsula,37.417874,550,6.08551E+13,6085,Santa Clara,3.263636364,4
menlo park,3893,2,-122.197612,Peninsula,37.424205,1111,6.08161E+13,6081,San Mateo,3.504050405,4
los altos,2345,1,-122.116127,Peninsula,37.380798,1000,6.08551E+13,6085,Santa Clara,2.345,2
santa clara,1645,1,-121.99717,South Bay,37.359141,630,6.08551E+13,6085,Santa Clara,2.611111111,3
noe valley,8500,4,-122.427123,SF,37.748496,2300,6.07502E+13,6075,San Francisco,3.695652174,4
hayward / castro valley,1460,2,-122.079874,East Bay,37.653132,950,6.00144E+13,6001,Alameda,1.536842105,0
sunnyvale,2134,1,-122.05744,South Bay,37.370164,767,6.08551E+13,6085,Santa Clara,2.782268579,3
fremont / union city / newark,1649,1,-121.972382,East Bay,37.539728,700,6.00144E+13,6001,Alameda,2.355714286,2
pacifica,2850,3,-122.490586,Peninsula,37.585337,1040,6.0816E+13,6081,San Mateo,2.740384615,3
santa rosa,2249,2,-122.726727,North Bay,38.480755,1655,6.09715E+13,6097,Sonoma,1.358912387,0
redwood city,2204,1,-122.214745,Peninsula,37.469431,638,6.08161E+13,6081,San Mateo,3.454545455,4
inner richmond,4950,3,-122.470543,SF,37.777737,1700,6.07505E+13,6075,San Francisco,2.911764706,3
san jose south,3150,4,-121.89496,South Bay,37.33939,2259,6.0855E+13,6085,Santa Clara,1.394422311,0
mountain view,1895,1,-122.060444,Peninsula,37.373056,771,6.08551E+13,6085,Santa Clara,2.457846952,2
santa rosa,1275,2,-122.728198,North Bay,38.464211,900,6.09715E+13,6097,Sonoma,1.416666667,0
mission district,2600,1,-122.417487,SF,37.765183,746,6.07502E+13,6075,San Francisco,3.485254692,4
novato,2700,3,-122.582292,North Bay,38.10592,1529,6.0411E+13,6041,Marin,1.765860039,1
coastside/pescadero,2950,3,-122.265923,Peninsula,37.300446,2500,6.08161E+13,6081,San Mateo,1.18,0
palo alto,2200,1,-122.127004,Peninsula,37.451175,820,6.08551E+13,6085,Santa Clara,2.682926829,3
san bruno,2600,2,-122.409983,Peninsula,37.621535,800,6.0816E+13,6081,San Mateo,3.25,4
san jose west,1488,1,-121.984169,South Bay,37.298442,615,6.08551E+13,6085,Santa Clara,2.419512195,2
santa rosa,2850,4,-122.6393,North Bay,38.4592,2900,6.09715E+13,6097,Sonoma,0.982758621,0
ingleside / SFSU / CCSF,5200,3,-122.456145,SF,37.722762,1500,6.07503E+13,6075,San Francisco,3.466666667,4
"hercules, pinole, san pablo, el sob",1550,1,-122.333429,East Bay,37.978234,802,6.01337E+13,6013,Contra Costa,1.932668329,1
mountain view,2850,1,-122.112844,Peninsula,37.403369,693,6.08551E+13,6085,Santa Clara,4.112554113,4
san jose south,2100,2,-121.805854,South Bay,37.250732,1233,6.08551E+13,6085,Santa Clara,1.703163017,1
santa rosa,1700,2,-122.666596,North Bay,38.426111,1000,6.09715E+13,6097,Sonoma,1.7,1
santa rosa,2200,4,-122.760485,North Bay,38.430066,2096,6.09715E+13,6097,Sonoma,1.049618321,0
dublin / pleasanton / livermore,1765,1,-121.9226,East Bay,37.7166,947,6.00145E+13,6001,Alameda,1.863780359,1
san mateo,2259,2,-122.287679,Peninsula,37.532536,840,6.08161E+13,6081,San Mateo,2.689285714,3
SOMA / south beach,3325,1,-122.39305,SF,37.777138,854,6.07506E+13,6075,San Francisco,3.893442623,4
foster city,2748,2,-122.260237,Peninsula,37.552692,960,6.08161E+13,6081,San Mateo,2.8625,3
oakland piedmont / montclair,825,1,-122.254229,East Bay,37.821633,500,6.0014E+13,6001,Alameda,1.65,1
dublin / pleasanton / livermore,1675,2,-121.791236,East Bay,37.680577,829,6.00145E+13,6001,Alameda,2.020506634,1
pittsburg / antioch,850,2,-121.813867,East Bay,38.006823,900,6.01331E+13,6013,Contra Costa,0.944444444,0
los gatos,2975,2,-121.986179,South Bay,37.22592,1100,6.08551E+13,6085,Santa Clara,2.704545455,3
fremont / union city / newark,1545,1,-121.990326,East Bay,37.546255,682,6.00144E+13,6001,Alameda,2.265395894,2
sonoma,1700,2,-122.471546,North Bay,38.291489,1300,6.09715E+13,6097,Sonoma,1.307692308,0
san jose north,1724,1,-121.893038,South Bay,37.385434,732,6.0855E+13,6085,Santa Clara,2.355191257,2
sunnyvale,2308,2,-122.017052,South Bay,37.371814,935,6.08551E+13,6085,Santa Clara,2.468449198,2
western addition,2610,,-122.432681,SF,37.78317,569,6.07502E+13,6075,San Francisco,4.586994728,4
danville / san ramon,3200,4,-121.96939,East Bay,37.763835,1880,6.01335E+13,6013,Contra Costa,1.70212766,1
san jose west,1650,1,-121.937268,South Bay,37.336741,650,6.08551E+13,6085,Santa Clara,2.538461538,2
napa county,4100,4,-122.259314,North Bay,38.302213,3000,6.0552E+13,6055,Napa,1.366666667,0
fremont / union city / newark,1895,2,-122.020748,East Bay,37.59038,850,6.00144E+13,6001,Alameda,2.229411765,2
burlingame,2030,1,-122.359378,Peninsula,37.58647,598,6.08161E+13,6081,San Mateo,3.394648829,4
santa rosa,1850,2,-122.712741,North Bay,38.409289,926,6.09715E+13,6097,Sonoma,1.997840173,1
pacifica,1855,1,-122.485858,Peninsula,37.633649,624,6.0816E+13,6081,San Mateo,2.97275641,3
mountain view,2145,2,-122.060616,South Bay,37.376688,874,6.08551E+13,6085,Santa Clara,2.45423341,2
daly city,2890,2,-122.463383,Peninsula,37.682733,1066,6.0816E+13,6081,San Mateo,2.711069418,3
mountain view,3100,2,-122.076988,Peninsula,37.38298,1200,6.08551E+13,6085,Santa Clara,2.583333333,2
pacifica,1805,1,-122.485858,Peninsula,37.633649,624,6.0816E+13,6081,San Mateo,2.892628205,3
mission district,2600,1,-122.417487,SF,37.765183,746,6.07502E+13,6075,San Francisco,3.485254692,4
san bruno,2300,2,-122.426978,Peninsula,37.629977,1188,6.0816E+13,6081,San Mateo,1.936026936,1
burlingame,2199,2,-122.343776,Peninsula,37.57473,850,6.08161E+13,6081,San Mateo,2.587058824,2
east palo alto,1877,2,-122.136774,Peninsula,37.454438,813,6.08161E+13,6081,San Mateo,2.308733087,2
foster city,2886,2,-122.2684,Peninsula,37.565287,1100,6.08161E+13,6081,San Mateo,2.623636364,3
dublin / pleasanton / livermore,2600,3,-121.793962,East Bay,37.6848,1500,6.00145E+13,6001,Alameda,1.733333333,1
dublin / pleasanton / livermore,1475,1,-121.860523,East Bay,37.707047,650,6.00145E+13,6001,Alameda,2.269230769,2
pittsburg / antioch,1875,4,-121.780759,East Bay,37.984069,2252,6.01336E+13,6013,Contra Costa,0.83259325,0
san rafael,3500,3,-122.495662,North Bay,37.966587,1873,6.04111E+13,6041,Marin,1.868659904,1
napa county,1199,1,-122.284651,North Bay,38.317757,685,6.0552E+13,6055,Napa,1.750364964,1
san jose north,2395,3,-121.869107,South Bay,37.38746,1277,6.0855E+13,6085,Santa Clara,1.875489428,1
napa county,2100,3,-122.2564,North Bay,38.4549,2000,6.0552E+13,6055,Napa,1.05,0
foster city,2150,1,-122.250751,Peninsula,37.559732,765,6.08161E+13,6081,San Mateo,2.810457516,3
mountain view,2228,1,-122.101303,Peninsula,37.396907,800,6.08551E+13,6085,Santa Clara,2.785,3
gilroy,2550,4,-121.598254,South Bay,37.027748,2200,6.08551E+13,6085,Santa Clara,1.159090909,0
downtown / civic / van ness,1300,,-122.412987,SF,37.78293,336,6.07501E+13,6075,San Francisco,3.869047619,4
brentwood / oakley,835,1,-121.695208,East Bay,37.941823,580,6.0133E+13,6013,Contra Costa,1.439655172,0
redwood city,3850,2,-122.224231,Peninsula,37.464252,1225,6.08161E+13,6081,San Mateo,3.142857143,3
redwood city,3220,2,-122.220068,Peninsula,37.498831,1109,6.08161E+13,6081,San Mateo,2.903516682,3
daly city,1695,1,-122.474862,Peninsula,37.703517,650,6.0816E+13,6081,San Mateo,2.607692308,3
pacifica,2403,2,-122.478739,Peninsula,37.658761,955,6.0816E+13,6081,San Mateo,2.516230366,2
western addition,2725,1,-122.432681,SF,37.78317,699,6.07502E+13,6075,San Francisco,3.898426323,4
san jose downtown,1232,1,-121.878925,South Bay,37.309623,554,6.0855E+13,6085,Santa Clara,2.223826715,2
san leandro,1725,2,-122.136941,East Bay,37.679728,860,6.00144E+13,6001,Alameda,2.005813953,1
lower nob hill,2305,,-122.413799,SF,37.786649,500,6.07501E+13,6075,San Francisco,4.61,4
san jose north,2595,3,-121.881912,South Bay,37.399753,1679,6.0855E+13,6085,Santa Clara,1.545562835,0
foster city,2395,1,-122.262726,Peninsula,37.535645,743,6.08161E+13,6081,San Mateo,3.223418573,3
sunnyvale,1990,2,-122.054572,South Bay,37.37644,1020,6.08551E+13,6085,Santa Clara,1.950980392,1
healdsburg / windsor,925,1,-123.01722,North Bay,38.80546,200,6.09715E+13,6097,Sonoma,4.625,4
oakland downtown,1900,1,-122.273927,East Bay,37.798984,900,6.0014E+13,6001,Alameda,2.111111111,1
concord / pleasant hill / martinez,1700,2,-122.071483,East Bay,37.979121,968,6.01332E+13,6013,Contra Costa,1.756198347,1
inner richmond,4100,2,-122.474383,SF,37.786238,1500,6.07504E+13,6075,San Francisco,2.733333333,3
fairfield / vacaville,950,1,-122.042,East Bay,38.2408,629,6.09525E+13,6095,Solano,1.510333863,0
richmond / seacliff,3600,3,-122.511295,SF,37.775076,1450,6.07505E+13,6075,San Francisco,2.482758621,2
palo alto,2295,1,-122.158463,Peninsula,37.44454,610,6.08551E+13,6085,Santa Clara,3.762295082,4
bernal heights,4750,2,-122.415764,SF,37.745494,1200,6.07503E+13,6075,San Francisco,3.958333333,4
ingleside / SFSU / CCSF,5200,3,-122.456145,SF,37.722762,1500,6.07503E+13,6075,San Francisco,3.466666667,4
san rafael,3000,4,-122.540589,North Bay,38.032621,1707,6.04111E+13,6041,Marin,1.757469244,1
haight ashbury,5950,4,-122.447027,SF,37.770462,1700,6.07502E+13,6075,San Francisco,3.5,4
hayward / castro valley,1450,1,-122.083821,East Bay,37.680292,719,6.00143E+13,6001,Alameda,2.016689847,1
san jose west,4350,4,-121.9356,South Bay,37.3163,1793,6.0855E+13,6085,Santa Clara,2.426101506,2
fremont / union city / newark,1970,3,-122.039218,East Bay,37.576931,1150,6.00144E+13,6001,Alameda,1.713043478,1
russian river,1600,2,-122.938507,North Bay,38.496412,1282,6.09715E+13,6097,Sonoma,1.248049922,0
los altos,1995,1,-122.065381,Peninsula,37.335807,769,6.08551E+13,6085,Santa Clara,2.594278283,2
sunnyvale,1755,1,-122.017846,South Bay,37.397007,580,6.0855E+13,6085,Santa Clara,3.025862069,3
san mateo,2252,1,-122.285185,Peninsula,37.544254,680,6.08161E+13,6081,San Mateo,3.311764706,4
sunnyvale,1850,1,-121.99707,South Bay,37.366541,740,6.08551E+13,6085,Santa Clara,2.5,2
san mateo,3320,2,-122.342481,Peninsula,37.566436,1066,6.08161E+13,6081,San Mateo,3.114446529,3
san leandro,1150,,-122.154601,East Bay,37.727348,625,6.00143E+13,6001,Alameda,1.84,1
larkspur,3850,2,-122.506747,North Bay,37.948557,1108,6.04112E+13,6041,Marin,3.474729242,4
pacific heights,3000,1,-122.430183,SF,37.795854,700,6.07501E+13,6075,San Francisco,4.285714286,4
san jose south,2050,2,-121.805013,South Bay,37.311843,978,6.0855E+13,6085,Santa Clara,2.096114519,1
fairfield / vacaville,1025,1,-122.042,East Bay,38.2408,629,6.09525E+13,6095,Solano,1.629570747,1
mountain view,2203,1,-122.101303,Peninsula,37.396907,800,6.08551E+13,6085,Santa Clara,2.75375,3
napa county,2250,2,-122.286485,North Bay,38.31768,948,6.0552E+13,6055,Napa,2.373417722,2
Marin City,1671,3,-122.50914,North Bay,37.86854,1151,6.04113E+13,6041,Marin,1.45178106,0
redwood city,3500,3,-122.224694,Peninsula,37.462237,1800,6.08161E+13,6081,San Mateo,1.944444444,1
mountain view,2275,2,-122.067344,Peninsula,37.402011,890,6.08551E+13,6085,Santa Clara,2.556179775,2
walnut creek,2550,3,-122.04596,East Bay,37.926072,1683,6.01334E+13,6013,Contra Costa,1.515151515,0
santa rosa,1415,1,-122.705768,North Bay,38.416727,720,6.09715E+13,6097,Sonoma,1.965277778,1
san mateo,2350,2,-122.333959,Peninsula,37.579272,974,6.08161E+13,6081,San Mateo,2.412731006,2
russian hill,9100,3,-122.417388,SF,37.798451,1567,6.07501E+13,6075,San Francisco,5.807275048,4
san jose south,2495,3,-121.836225,South Bay,37.258989,1123,6.08551E+13,6085,Santa Clara,2.221727516,2
san rafael,1400,,-122.526362,North Bay,37.986415,440,6.04111E+13,6041,Marin,3.181818182,3
berkeley,2850,2,-122.272987,East Bay,37.872532,1100,6.00142E+13,6001,Alameda,2.590909091,2
willow glen / cambrian,2850,2,-121.907151,South Bay,37.271953,1447,6.0855E+13,6085,Santa Clara,1.96959226,1
novato,4850,4,-122.563591,North Bay,38.077764,3397,6.0411E+13,6041,Marin,1.42773035,0
lower nob hill,2250,,-122.413884,SF,37.786538,460,6.07501E+13,6075,San Francisco,4.891304348,4
SOMA / south beach,3780,1,-122.395577,SF,37.774031,890,6.07506E+13,6075,San Francisco,4.247191011,4
san jose downtown,2231,2,-121.894413,South Bay,37.340351,1152,6.0855E+13,6085,Santa Clara,1.936631944,1
south san francisco,2850,2,-122.424812,Peninsula,37.640791,1000,6.0816E+13,6081,San Mateo,2.85,3
SOMA / south beach,5000,1,-122.396382,SF,37.780894,1600,6.07502E+13,6075,San Francisco,3.125,3
mountain view,1795,1,-122.111952,Peninsula,37.406368,654,6.08551E+13,6085,Santa Clara,2.744648318,3
santa clara,2159,1,-121.944766,South Bay,37.395937,880,6.0855E+13,6085,Santa Clara,2.453409091,2
daly city,2575,2,-122.424702,Peninsula,37.706665,1081,6.0816E+13,6081,San Mateo,2.382053654,2
danville / san ramon,3000,4,-121.9155,East Bay,37.7636,1660,6.01336E+13,6013,Contra Costa,1.807228916,1
burlingame,2035,1,-122.359378,Peninsula,37.58647,624,6.08161E+13,6081,San Mateo,3.261217949,4
east palo alto,2054,2,-122.136774,Peninsula,37.454438,967,6.08161E+13,6081,San Mateo,2.12409514,1
san jose north,2621,2,-121.920433,South Bay,37.398255,1100,6.08551E+13,6085,Santa Clara,2.382727273,2
cupertino,2295,2,-122.033456,South Bay,37.308206,840,6.08551E+13,6085,Santa Clara,2.732142857,3
fremont / union city / newark,2400,2,-121.975581,East Bay,37.553177,982,6.00144E+13,6001,Alameda,2.443991853,2
inner sunset / UCSF,5500,4,-122.470595,SF,37.748869,2448,6.07503E+13,6075,San Francisco,2.246732026,2
willow glen / cambrian,2801,2,-121.910966,South Bay,37.316841,1173,6.0855E+13,6085,Santa Clara,2.387894288,2
santa rosa,1700,2,-122.663684,North Bay,38.426731,1000,6.09715E+13,6097,Sonoma,1.7,1
western addition,2725,1,-122.432681,SF,37.78317,699,6.07502E+13,6075,San Francisco,3.898426323,4
pacific heights,8000,3,-122.426335,SF,37.793517,1800,6.07501E+13,6075,San Francisco,4.444444444,4
santa clara,3258,3,-121.933623,South Bay,37.346332,1379,6.08551E+13,6085,Santa Clara,2.362581581,2
san mateo,1995,2,-122.326781,Peninsula,37.578635,762,6.08161E+13,6081,San Mateo,2.618110236,3
san rafael,1400,,-122.526362,North Bay,37.986415,440,6.04111E+13,6041,Marin,3.181818182,3
daly city,2600,2,-122.482474,Peninsula,37.703049,1450,6.0816E+13,6081,San Mateo,1.793103448,1
san mateo,2150,1,-122.27,Peninsula,37.5538,640,6.08161E+13,6081,San Mateo,3.359375,4
oakland east,650,,-122.197378,East Bay,37.771328,300,6.00141E+13,6001,Alameda,2.166666667,1
berkeley north / hills,3050,2,-122.290504,East Bay,37.879763,800,6.00142E+13,6001,Alameda,3.8125,4
sunset / parkside,2500,2,-122.491615,SF,37.740133,810,6.07503E+13,6075,San Francisco,3.086419753,3
