rent,bedrooms,sqft,latitude,longitude,date
3630.0,2.0,1059.0,37.368445,-122.034683,2014-07-09
2650.0,2.0,,37.777366,-122.457284,2014-06-16
4200.0,3.0,1600.0,37.327591999999996,-122.042876,2014-06-25
2900.0,2.0,1250.0,37.828626,-122.244879,2014-06-19
3120.0,1.0,733.0,37.48681,-122.23236299999999,2014-05-19
3650.0,4.0,2313.0,37.538265,-121.926227,2014-05-18
1710.0,1.0,736.0,38.2403,-122.6777,2014-07-01
2245.0,2.0,1128.0,37.285834,-121.935689,2014-06-09
3115.0,2.0,1187.0,37.346332000000004,-121.933623,2014-07-03
2800.0,4.0,,38.329095,-122.2989,2014-06-10
2200.0,1.0,800.0,37.027947999999995,-121.987372,2014-05-24
10000.0,3.0,,37.864046,-122.458441,2014-06-08
1000.0,2.0,,37.932524,-122.36878200000001,2014-06-19
1900.0,2.0,,37.824127000000004,-122.25808,2014-06-27
5950.0,4.0,3600.0,37.991398,-122.474624,2014-05-16
1550.0,2.0,,36.96705,-122.030973,2014-05-15
1625.0,2.0,900.0,37.902042,-122.05376299999999,2014-05-14
1804.0,,,37.332699,-122.03815,2014-05-21
2560.0,2.0,800.0,37.863826,-122.25428000000001,2014-06-11
1999.0,2.0,1242.0,38.480771999999995,-122.726662,2014-06-12
3585.0,2.0,1191.0,37.4087,-121.9406,2014-05-16
4995.0,2.0,,37.7999,-122.4342,2014-07-06
2450.0,2.0,1151.0,37.365934,-121.913026,2014-07-02
2450.0,2.0,825.0,37.8696,-122.2959,2014-07-09
2850.0,1.0,,37.774347999999996,-122.42583799999998,2014-06-02
1225.0,1.0,,37.93189,-122.07601299999999,2014-05-19
2800.0,2.0,1035.0,37.561146,-122.319825,2014-06-02
,1.0,710.0,37.276742999999996,-121.93256699999999,2014-05-22
3330.0,,,37.783516,-122.394166,2014-05-30
3099.0,2.0,,37.779476,-122.409516,2014-06-07
2000.0,2.0,,37.706385,-122.436393,2014-05-29
2800.0,2.0,1200.0,37.71214000000001,-122.44818400000001,2014-07-02
3270.0,2.0,1006.0,37.535304,-122.244272,2014-07-08
1695.0,2.0,,37.01586,-121.591429,2014-05-21
3395.0,3.0,,37.860116,-122.263327,2014-06-07
2158.0,1.0,725.0,37.324642,-121.968769,2014-05-28
2950.0,1.0,700.0,37.752485,-122.393619,2014-05-26
1795.0,1.0,,37.470437,-122.230977,2014-06-17
1800.0,2.0,,38.127966,-122.57481299999999,2014-06-10
3590.0,3.0,1500.0,37.863126,-122.28758,2014-05-16
3000.0,2.0,900.0,36.970098,-122.015523,2014-06-22
2425.0,1.0,789.0,37.844026,-122.29558,2014-06-24
2500.0,2.0,1070.0,37.315892,-121.950152,2014-05-31
4495.0,2.0,,37.801663,-122.422071,2014-06-09
1800.0,3.0,,38.007559,-121.79823999999999,2014-06-23
2400.0,2.0,840.0,37.797727,-122.25788,2014-07-01
4950.0,3.0,,37.2713,-122.0227,2014-05-28
1999.0,2.0,1242.0,38.480806,-122.72679099999999,2014-05-14
2650.0,2.0,1287.0,37.341503,-121.895628,2014-06-18
1895.0,,,37.784894,-122.44633300000001,2014-06-07
2395.0,2.0,955.0,37.353141,-121.95601699999999,2014-05-31
1125.0,2.0,,38.338446999999995,-121.970894,2014-05-14
1799.0,2.0,1030.0,37.994495,-122.10061,2014-05-27
4995.0,3.0,,37.73499,-122.41886299999999,2014-07-03
1785.0,2.0,885.0,37.70803400000001,-122.14132,2014-07-09
2965.0,2.0,1035.0,37.846071,-122.29291699999999,2014-06-30
2070.0,1.0,620.0,37.39024000000001,-121.99266999999999,2014-06-14
2025.0,1.0,710.0,37.56589500000001,-121.97546299999999,2014-06-13
1800.0,1.0,,37.866834000000004,-122.259351,2014-06-27
3746.0,1.0,900.0,37.3893,-122.0783,2014-06-30
1350.0,2.0,1036.0,38.275976,-122.01235700000001,2014-05-29
2200.0,1.0,,37.732199,-122.48715200000001,2014-05-16
1275.0,1.0,,38.468156,-122.75979299999999,2014-06-22
1575.0,,395.0,37.276742999999996,-121.95362800000001,2014-07-12
3250.0,1.0,,37.753344,-122.441528,2014-07-05
1988.0,1.0,723.0,37.710562,-121.910468,2014-07-12
1295.0,3.0,1100.0,38.0031,-121.9172,2014-06-17
2839.0,2.0,981.0,37.335770000000004,-122.035747,2014-05-28
1300.0,1.0,,37.7593,-122.4836,2014-06-22
1510.0,1.0,845.0,37.9658,-121.7758,2014-07-01
2590.0,1.0,466.0,37.78974,-122.412076,2014-06-11
